REG_Number,Department,Graduation_Year,CGPA,Internship,Internship_Months,Projects_Count,Certifications_Count,Python_Skill,SQL_Skill,DSA_Skill,DBMS_Skill,OOP_Skill,Computer_Networks_Skill,Operating_Systems_Skill,Web_Development_Skill,Cloud_Computing_Skill,Machine_Learning_Skill,Communication_Skill,Problem_Solving_Skill,Industry_Python_Required,Industry_SQL_Required,Industry_DSA_Required,Industry_DBMS_Required,Industry_OOP_Required,Industry_Computer_Networks_Required,Industry_Operating_Systems_Required,Industry_Web_Development_Required,Industry_Cloud_Computing_Required,Industry_Machine_Learning_Required,Industry_Communication_Required,Industry_Problem_Solving_Required,Python_Gap,SQL_Gap,DSA_Gap,DBMS_Gap,OOP_Gap,Computer_Networks_Gap,Operating_Systems_Gap,Web_Development_Gap,Cloud_Computing_Gap,Machine_Learning_Gap,Communication_Gap,Problem_Solving_Gap,Overall_Skill_Gap,Skill_Alignment_Percentage,Placement_Status,event_timestamp
231FA04497,CSE-AIML,2027,9.39,No,0,3,7,7.5,9.2,7.5,7.7,7.7,6.9,9.1,6.5,6.9,7.5,5.8,9.7,8,8,8,6,8,7,7,7,7,7,8,9,0.5,0,0.5,0,0.3,0.1,0,0.5,0.1,0,2.2,0,0.35,96.5,Placed,2026-05-05 00:00:00
231FA04498,CSE,2027,7.94,No,0,4,3,7,8,5.8,7.9,8,8.2,9.4,6.3,6.8,6,6.9,7.8,9,8,9,7,7,7,7,8,6,7,8,8,2,0,3.2,0,0,0,0,1.7,0,1,1.1,0.2,0.77,92.3,Not Placed,2026-05-05 06:00:00
231FA04499,CSE-DS,2027,7.79,No,0,2,5,7.7,8.9,7.5,6.9,5.5,8,6.7,8,6.4,8.4,7.4,8.1,8,8,8,8,8,6,7,7,7,8,9,7,0.3,0,0.5,1.1,2.5,0,0.3,0,0.6,0,1.6,0,0.58,94.2,Placed,2026-05-05 12:00:00
231FA04500,CSE-DS,2027,7.42,Yes,3,3,1,7.3,5.7,6.4,5.2,7.1,5,7.2,2.3,7.8,5.4,5.6,8.5,8,8,8,7,8,7,6,7,6,6,8,8,0.7,2.3,1.6,1.8,0.9,2,0,4.7,0,0.6,2.4,0,1.42,85.8,Not Placed,2026-05-05 18:00:00
231FA04501,CSE-AIML,2027,7.75,No,0,2,4,7.2,7.9,5.6,8,6.6,7,8.7,5.4,8,7.3,6.5,5.4,7,8,8,7,8,8,7,7,6,7,8,9,0,0.1,2.4,0,1.4,1,0,1.6,0,0,1.5,3.6,0.97,90.3,Not Placed,2026-05-06 00:00:00
231FA04502,CSE,2027,7.54,Yes,5,3,1,6.6,5.8,8.3,7,6,5.1,6.3,8.4,7,6.6,9,6.3,8,7,8,7,8,7,7,7,7,7,9,9,1.4,1.2,0,0,2,1.9,0.7,0,0,0.4,0,2.7,0.86,91.4,Placed,2026-05-06 06:00:00
231FA04503,CSE,2027,8.18,No,0,5,2,6.1,7.6,7.6,6.4,6.1,8.9,6.6,5.3,7.3,8.2,6.9,7.8,9,9,8,7,7,7,8,8,7,7,9,9,2.9,1.4,0.4,0.6,0.9,0,1.4,2.7,0,0,2.1,1.2,1.13,88.7,Placed,2026-05-06 12:00:00
231FA04504,CSE-DS,2027,8.37,No,0,3,1,5.5,7.6,5.6,7.2,7.8,6.9,5.3,5.3,8.8,5.9,7.8,7,8,9,8,7,8,8,8,8,7,7,8,8,2.5,1.4,2.4,0,0.2,1.1,2.7,2.7,0,1.1,0.2,1,1.27,87.3,Placed,2026-05-06 18:00:00
231FA04505,CSE-AIML,2027,7.06,No,0,2,3,5.3,5.9,8.7,10,6.2,6.1,4.5,4.5,5.5,6,6.6,7.5,8,8,8,8,8,7,6,8,8,7,8,7,2.7,2.1,0,0,1.8,0.9,1.5,3.5,2.5,1,1.4,0,1.45,85.5,Not Placed,2026-05-07 00:00:00
231FA04506,CSE,2027,6.65,No,0,3,3,6.9,7.5,5.9,6.5,6.2,5,4.2,5.8,3.5,5.2,7.3,6.9,9,9,8,8,8,8,7,7,7,7,7,8,2.1,1.5,2.1,1.5,1.8,3,2.8,1.2,3.5,1.8,0,1.1,1.87,81.3,Placed,2026-05-07 06:00:00
231FA04507,CSE-DS,2027,6.27,Yes,6,7,4,7.3,8.8,6.4,8.2,6.3,7.7,7.5,7.6,6.8,7.7,7.8,5.5,9,9,8,7,8,6,6,7,6,6,8,8,1.7,0.2,1.6,0,1.7,0,0,0,0,0,0.2,2.5,0.66,93.4,Placed,2026-05-07 12:00:00
231FA04508,CSE-DS,2027,8.03,Yes,6,5,2,8.3,5.7,6.2,7.6,8,7.5,7.7,5.8,6.6,4.7,6.1,5.6,9,7,8,8,8,7,8,8,7,6,8,9,0.7,1.3,1.8,0.4,0,0,0.3,2.2,0.4,1.3,1.9,3.4,1.14,88.6,Placed,2026-05-07 18:00:00
231FA04509,CSE-DS,2027,6.82,Yes,2,4,2,6.9,9.8,7.9,4.1,5,5.3,4.7,6.6,7.2,5.3,6.6,7.2,8,9,8,7,8,7,7,7,7,7,8,9,1.1,0,0.1,2.9,3,1.7,2.3,0.4,0,1.7,1.4,1.8,1.37,86.3,Placed,2026-05-08 00:00:00
231FA04510,CSE-AIML,2027,6.04,Yes,6,4,3,7.7,7,7.2,6.8,5.6,5.8,5.2,8.7,5,8,5,7.8,7,9,8,7,9,7,6,7,7,7,8,9,0,2,0.8,0.2,3.4,1.2,0.8,0,2,0,3,1.2,1.22,87.8,Placed,2026-05-08 06:00:00
231FA04511,CSE-AIML,2027,7.94,Yes,5,2,3,8.2,8.4,5.7,7.2,6.2,5.9,7,8,6.2,7.4,5.8,5.7,9,8,8,8,8,7,6,8,7,7,7,7,0.8,0,2.3,0.8,1.8,1.1,0,0,0.8,0,1.2,1.3,0.84,91.6,Placed,2026-05-08 12:00:00
231FA04512,CSE,2027,9.52,No,0,3,3,6.8,6.9,8,5.6,9.9,5,7.5,6.8,6.4,7,8,8.2,8,9,8,6,9,7,7,7,7,6,9,8,1.2,2.1,0,0.4,0,2,0,0.2,0.6,0,1,0,0.62,93.8,Placed,2026-05-08 18:00:00
231FA04513,CSE-DS,2027,7.65,No,0,2,2,6.4,7,5,6.4,7.1,3.8,6.7,6.4,8.2,6.8,7.2,6.3,9,8,8,7,8,7,8,7,8,7,8,7,2.6,1,3,0.6,0.9,3.2,1.3,0.6,0,0.2,0.8,0.7,1.24,87.6,Placed,2026-05-09 00:00:00
231FA04514,CSE-DS,2027,8.28,Yes,5,2,2,7.7,7.7,5.3,7.3,8.4,8.2,7,7.4,8.1,5.5,7.5,4.5,9,9,8,7,8,7,6,6,7,7,9,8,1.3,1.3,2.7,0,0,0,0,0,0,1.5,1.5,3.5,0.98,90.2,Placed,2026-05-09 06:00:00
231FA04515,CSE,2027,7.71,No,0,4,4,8.1,6.6,6.9,6.3,7,7.4,8,8.7,7.1,5,8.7,5.2,8,8,9,7,7,8,7,8,7,7,8,8,0,1.4,2.1,0.7,0,0.6,0,0,0,2,0,2.8,0.8,92,Not Placed,2026-05-09 12:00:00
231FA04516,CSE,2027,7.58,No,0,4,2,6.3,6.2,6.9,5.3,5.2,6.8,5.9,8.5,6.2,5.6,8.9,7.4,7,9,7,7,8,6,7,7,6,8,7,8,0.7,2.8,0.1,1.7,2.8,0,1.1,0,0,2.4,0,0.6,1.02,89.8,Not Placed,2026-05-09 18:00:00
231FA04517,CSE,2027,8.34,No,0,4,2,10,4.6,7.3,7.6,7,6.6,8.6,7.6,4.9,5.9,5.6,6.9,8,8,8,7,8,7,7,7,6,8,8,8,0,3.4,0.7,0,1,0.4,0,0,1.1,2.1,2.4,1.1,1.02,89.8,Not Placed,2026-05-10 00:00:00
231FA04518,CSE-DS,2027,7.43,No,0,2,2,7.8,6.1,6.3,5.4,7.5,8.1,6.5,8.6,5.9,4.8,7.6,6.5,8,9,8,6,9,6,8,8,7,7,8,7,0.2,2.9,1.7,0.6,1.5,0,1.5,0,1.1,2.2,0.4,0.5,1.05,89.5,Placed,2026-05-10 06:00:00
231FA04519,CSE-DS,2027,7.85,Yes,4,4,1,6.3,7.1,5,4.8,7.1,7.6,8.8,8.1,7.8,8.6,7.6,6.6,9,8,7,8,8,7,7,6,8,7,8,7,2.7,0.9,2,3.2,0.9,0,0,0,0.2,0,0.4,0.4,0.89,91.1,Placed,2026-05-10 12:00:00
231FA04520,CSE,2027,7.89,No,0,3,0,7.8,7.7,6.6,5.1,4.4,7.7,7.2,7.4,7.7,5.5,4.3,7.3,7,9,8,7,7,8,7,7,7,7,7,7,0,1.3,1.4,1.9,2.6,0.3,0,0,0,1.5,2.7,0,0.98,90.2,Not Placed,2026-05-10 18:00:00
231FA04521,CSE-AIML,2027,7.15,No,0,4,2,8.3,7.2,4.9,7.1,5.4,4.8,6.8,7,6.6,7.3,5.8,6.9,8,7,7,7,7,6,8,7,8,8,9,8,0,0,2.1,0,1.6,1.2,1.2,0,1.4,0.7,3.2,1.1,1.04,89.6,Not Placed,2026-05-11 00:00:00
231FA04522,CSE,2027,8.39,Yes,4,4,5,6.9,7.1,7.8,8.8,7.8,8.2,7.5,8.1,8.8,9.8,9,7.4,9,8,7,7,9,7,7,7,6,8,8,8,2.1,0.9,0,0,1.2,0,0,0,0,0,0,0.6,0.4,96,Not Placed,2026-05-11 06:00:00
231FA04523,CSE-DS,2027,7.52,Yes,2,3,4,8.5,7.8,6.3,7.8,5.7,7.8,9.3,8.1,8.6,6.6,7.7,8,8,8,9,7,9,6,6,8,7,7,8,8,0,0.2,2.7,0,3.3,0,0,0,0,0.4,0.3,0,0.58,94.2,Not Placed,2026-05-11 12:00:00
231FA04524,CSE-DS,2027,7.08,No,0,4,3,6.5,7.7,7.4,7.7,5.5,8.4,7.4,6.7,6.7,6.8,5.8,8.3,8,8,9,8,8,7,8,6,7,7,9,8,1.5,0.3,1.6,0.3,2.5,0,0.6,0,0.3,0.2,3.2,0,0.88,91.2,Placed,2026-05-11 18:00:00
231FA04525,CSE-DS,2027,8.05,Yes,6,5,5,8.7,8.8,9.4,7.7,5.4,8.3,8.2,9.5,8.9,7.7,7.3,8.8,7,8,7,7,9,7,7,7,7,6,8,8,0,0,0,0,3.6,0,0,0,0,0,0.7,0,0.36,96.4,Not Placed,2026-05-12 00:00:00
231FA04526,CSE,2027,6.98,No,0,4,0,3.3,6.9,7.8,6.4,6.1,6.9,8.3,7.1,5.7,8.1,8.3,5.6,7,7,9,7,8,7,6,7,6,8,8,9,3.7,0.1,1.2,0.6,1.9,0.1,0,0,0.3,0,0,3.4,0.94,90.6,Not Placed,2026-05-12 06:00:00
231FA04527,CSE,2027,7.67,No,0,2,0,10,6.5,7.7,7.4,5.6,5.9,6.6,4.1,7.5,4.1,6.5,5.6,8,7,9,7,8,7,7,8,6,7,9,9,0,0.5,1.3,0,2.4,1.1,0.4,3.9,0,2.9,2.5,3.4,1.53,84.7,Placed,2026-05-12 12:00:00
231FA04528,CSE,2027,7.64,Yes,6,6,3,8.1,4.6,5.3,6.6,8,7.7,8.7,7.5,7.4,6,7.1,7.4,8,9,7,7,8,7,8,6,7,7,8,7,0,4.4,1.7,0.4,0,0,0,0,0,1,0.9,0,0.7,93,Placed,2026-05-12 18:00:00
231FA04529,CSE,2027,8.46,Yes,4,3,0,4.4,5.8,7.5,7.2,6.6,6.2,4.8,4.2,6.6,8.8,7,8.2,8,7,8,8,8,7,8,7,7,7,8,9,3.6,1.2,0.5,0.8,1.4,0.8,3.2,2.8,0.4,0,1,0.8,1.38,86.2,Placed,2026-05-13 00:00:00
231FA04530,CSE-DS,2027,8.01,No,0,2,1,5.2,7,5.7,5.7,7.6,6.5,4.9,6.7,5.7,4.8,5.4,9.2,8,8,9,7,7,8,7,6,6,8,9,8,2.8,1,3.3,1.3,0,1.5,2.1,0,0.3,3.2,3.6,0,1.59,84.1,Placed,2026-05-13 06:00:00
231FA04531,CSE-DS,2027,7.63,Yes,4,1,1,8.1,4.1,6.4,6.5,6.3,5.8,7.6,7.8,7.9,7,7.4,6.2,8,8,7,7,7,6,7,6,7,6,8,8,0,3.9,0.6,0.5,0.7,0.2,0,0,0,0,0.6,1.8,0.69,93.1,Placed,2026-05-13 12:00:00
231FA04532,CSE-DS,2027,8.26,Yes,8,2,3,5.1,5,6,6.8,5.4,5.6,6.6,8.1,7.4,6,7.1,5.4,9,9,8,7,8,6,7,7,7,8,8,9,3.9,4,2,0.2,2.6,0.4,0.4,0,0,2,0.9,3.6,1.67,83.3,Not Placed,2026-05-13 18:00:00
231FA04533,CSE-DS,2027,8.69,Yes,8,5,3,6.4,5.4,8,7.1,7.3,8.5,6.2,8.1,10,6.3,5.5,5.9,7,8,9,8,8,7,7,7,7,6,8,8,0.6,2.6,1,0.9,0.7,0,0.8,0,0,0,2.5,2.1,0.93,90.7,Placed,2026-05-14 00:00:00
231FA04534,CSE-AIML,2027,8.07,Yes,5,3,2,7.5,9.2,9.2,8.1,8.1,7.6,7.9,7.4,6,9.2,8.7,6.1,8,8,7,6,8,6,7,8,7,7,7,7,0.5,0,0,0,0,0,0,0.6,1,0,0,0.9,0.25,97.5,Not Placed,2026-05-14 06:00:00
231FA04535,CSE-AIML,2027,7.66,No,0,3,2,7.6,8.6,7.3,6.5,8.5,7.1,6,5.3,3.1,9.2,5.7,8,8,8,9,7,8,7,7,7,7,6,8,8,0.4,0,1.7,0.5,0,0,1,1.7,3.9,0,2.3,0,0.96,90.4,Placed,2026-05-14 12:00:00
231FA04536,CSE-DS,2027,6.67,Yes,4,5,2,5.8,7.2,7.6,5.4,8.2,6.7,7.7,8.8,7.9,6.9,9.4,6.9,7,8,8,7,9,7,7,8,6,6,9,7,1.2,0.8,0.4,1.6,0.8,0.3,0,0,0,0,0,0.1,0.43,95.7,Placed,2026-05-14 18:00:00
231FA04537,CSE-DS,2027,6.85,No,0,1,0,6.3,6,4.7,4.5,5.5,4.9,5.8,7.2,5.7,6.5,5.6,9.4,7,7,7,7,8,7,7,6,6,7,8,7,0.7,1,2.3,2.5,2.5,2.1,1.2,0,0.3,0.5,2.4,0,1.29,87.1,Not Placed,2026-05-15 00:00:00
231FA04538,CSE,2027,7.42,Yes,4,2,2,8.7,6.5,7.1,5.1,6.5,6,7.7,5.6,8.9,6.7,5.7,6.8,8,8,8,7,7,7,7,7,7,7,7,7,0,1.5,0.9,1.9,0.5,1,0,1.4,0,0.3,1.3,0.2,0.75,92.5,Placed,2026-05-15 06:00:00
231FA04539,CSE,2027,7.19,Yes,3,3,4,7.9,7.7,7.2,8.1,8,8,6.7,6.7,6.8,6.4,7.2,7,8,9,8,7,7,7,7,8,8,8,8,9,0.1,1.3,0.8,0,0,0,0.3,1.3,1.2,1.6,0.8,2,0.78,92.2,Placed,2026-05-15 12:00:00
231FA04540,CSE,2027,7.51,No,0,3,4,9,6.3,5.6,7.7,7,6,7.9,6.5,8.8,5.7,6.2,7,7,8,8,7,8,7,6,8,7,7,9,7,0,1.7,2.4,0,1,1,0,1.5,0,1.3,2.8,0,0.98,90.2,Not Placed,2026-05-15 18:00:00
231FA04541,CSE-DS,2027,7.69,No,0,3,5,8.7,6.1,7.5,5.5,8.1,6.2,7.8,7.8,4.7,7.3,6.4,7.6,8,8,8,8,9,7,6,7,8,7,8,8,0,1.9,0.5,2.5,0.9,0.8,0,0,3.3,0,1.6,0.4,0.99,90.1,Placed,2026-05-16 00:00:00
231FA04542,CSE-AIML,2027,8.05,Yes,5,4,1,6,6.3,8.6,8.5,5.8,9.3,3.8,7.3,5.5,7.5,6.7,5.8,9,8,9,6,7,6,7,8,8,7,8,7,3,1.7,0.4,0,1.2,0,3.2,0.7,2.5,0,1.3,1.2,1.27,87.3,Placed,2026-05-16 06:00:00
231FA04543,CSE,2027,7.6,Yes,8,2,3,6,5.9,7,8.1,9.3,6.7,7.3,8.4,6.3,5.9,9.3,6.7,8,7,8,8,7,7,7,8,7,7,8,8,2,1.1,1,0,0,0.3,0,0,0.7,1.1,0,1.3,0.62,93.8,Placed,2026-05-16 12:00:00
231FA04544,CSE-AIML,2027,8.01,Yes,3,2,2,7.2,4.9,6.2,9.3,7.5,6.9,8.6,4.8,6.4,9.7,6.8,6.8,9,8,7,7,8,7,7,7,7,8,8,9,1.8,3.1,0.8,0,0.5,0.1,0,2.2,0.6,0,1.2,2.2,1.04,89.6,Not Placed,2026-05-16 18:00:00
231FA04545,CSE-AIML,2027,7.7,Yes,4,5,1,8.6,8.7,5.5,7.7,9.3,6.3,6.7,7.2,8,5.3,3.2,7.4,7,8,8,7,8,7,7,7,8,7,7,9,0,0,2.5,0,0,0.7,0.3,0,0,1.7,3.8,1.6,0.88,91.2,Placed,2026-05-17 00:00:00
231FA04546,CSE,2027,6.17,No,0,2,1,7.7,5.9,5.5,6,8.3,5.4,7,4.8,4.9,7.3,8.3,7.4,9,8,9,7,9,7,6,7,7,8,8,7,1.3,2.1,3.5,1,0.7,1.6,0,2.2,2.1,0.7,0,0,1.27,87.3,Not Placed,2026-05-17 06:00:00
231FA04547,CSE,2027,6.95,Yes,8,3,2,4.2,6.3,7.1,6.9,4.4,5.2,5.8,6.7,4.4,7.6,6.7,5.5,8,8,7,7,8,7,7,7,7,7,8,8,3.8,1.7,0,0.1,3.6,1.8,1.2,0.3,2.6,0,1.3,2.5,1.58,84.2,Not Placed,2026-05-17 12:00:00
231FA04548,CSE-AIML,2027,7.54,Yes,4,2,1,7,4.9,6.7,4.5,4.7,6.2,5.8,7.2,6.7,9.4,6.4,2.6,7,8,8,6,8,7,6,8,7,8,8,8,0,3.1,1.3,1.5,3.3,0.8,0.2,0.8,0.3,0,1.6,5.4,1.52,84.8,Placed,2026-05-17 18:00:00
231FA04549,CSE,2027,6.74,Yes,5,4,1,4.3,5.3,10,6.8,8.2,8.1,5.2,4.6,7.6,4,8,6.7,8,8,8,6,7,7,7,8,8,7,8,8,3.7,2.7,0,0,0,0,1.8,3.4,0.4,3,0,1.3,1.36,86.4,Placed,2026-05-18 00:00:00
231FA04550,CSE-AIML,2027,8.1,No,0,3,2,7.6,7.2,7.3,7,7.2,6.9,5.1,6.3,9.6,7.2,8.3,5.6,9,9,8,7,8,6,6,7,7,7,8,8,1.4,1.8,0.7,0,0.8,0,0.9,0.7,0,0,0,2.4,0.73,92.7,Placed,2026-05-18 06:00:00
231FA04551,CSE,2027,8.8,No,0,4,1,5.8,5.5,5.4,5,7.3,6.6,8.1,6.6,4,7.6,4.5,7.3,9,7,9,7,7,8,7,6,6,6,8,8,3.2,1.5,3.6,2,0,1.4,0,0,2,0,3.5,0.7,1.49,85.1,Placed,2026-05-18 12:00:00
231FA04552,CSE-DS,2027,8.56,Yes,3,3,4,6.3,7.6,5.5,8.3,7.3,6.9,5.2,9.6,6.2,7.6,6.1,10,8,9,9,7,8,7,8,7,7,8,9,9,1.7,1.4,3.5,0,0.7,0.1,2.8,0,0.8,0.4,2.9,0,1.19,88.1,Placed,2026-05-18 18:00:00
231FA04553,CSE-AIML,2027,7.49,No,0,1,1,6.6,5.6,7.2,7.3,6.9,6,6.9,6.2,6.4,5.4,4.6,7.1,8,7,8,6,7,6,7,7,8,6,8,8,1.4,1.4,0.8,0,0.1,0,0.1,0.8,1.6,0.6,3.4,0.9,0.92,90.8,Not Placed,2026-05-19 00:00:00
231FA04554,CSE-AIML,2027,8.77,Yes,6,5,1,8.1,9,7.4,7.1,5.6,7.3,7.8,5.1,8.7,6.4,7.1,8.1,7,7,8,7,8,8,7,7,6,7,8,8,0,0,0.6,0,2.4,0.7,0,1.9,0,0.6,0.9,0,0.59,94.1,Placed,2026-05-19 06:00:00
231FA04555,CSE-DS,2027,7.76,Yes,5,4,3,7.2,8.9,8,7,3.3,8.4,5.7,8.2,7.8,6.9,8.4,7.8,8,9,8,7,8,7,6,7,7,6,8,8,0.8,0.1,0,0,4.7,0,0.3,0,0,0,0,0.2,0.51,94.9,Not Placed,2026-05-19 12:00:00
231FA04556,CSE,2027,7.4,No,0,1,3,7,4.4,6.6,5,5.2,6.1,8.4,7,7.1,7.5,5.4,4.6,8,8,8,7,8,7,7,7,6,8,7,9,1,3.6,1.4,2,2.8,0.9,0,0,0,0.5,1.6,4.4,1.52,84.8,Not Placed,2026-05-19 18:00:00
231FA04557,CSE,2027,7.19,No,0,2,1,4.3,6.7,7.7,7.6,5.4,8.2,9,7.2,8.3,7.5,6.2,5.6,9,8,8,7,8,8,7,8,7,7,8,8,4.7,1.3,0.3,0,2.6,0,0,0.8,0,0,1.8,2.4,1.16,88.4,Placed,2026-05-20 00:00:00
231FA04558,CSE,2027,7.42,No,0,5,2,4.9,6.4,6.6,6.7,6.8,4.1,7.9,8.1,7.4,5.5,7.4,7,8,8,8,7,8,7,7,8,8,7,7,7,3.1,1.6,1.4,0.3,1.2,2.9,0,0,0.6,1.5,0,0,1.05,89.5,Placed,2026-05-20 06:00:00
231FA04559,CSE-AIML,2027,7.36,Yes,3,3,3,7.6,8.9,6.7,7.2,5.9,8.1,7.9,7.2,5.7,6.1,4.7,6.1,7,9,7,7,7,8,6,7,6,7,9,9,0,0.1,0.3,0,1.1,0,0,0,0.3,0.9,4.3,2.9,0.82,91.8,Placed,2026-05-20 12:00:00
231FA04560,CSE-AIML,2027,7.78,Yes,6,4,2,8,7.6,7.3,9,7.5,6.4,6.2,6.8,6.5,8.3,7.6,6.7,7,9,8,7,7,8,7,7,6,6,8,8,0,1.4,0.7,0,0,1.6,0.8,0.2,0,0,0.4,1.3,0.53,94.7,Placed,2026-05-20 18:00:00
231FA04561,CSE-AIML,2027,7.77,No,0,2,3,6.4,7.6,8,4.4,6.5,6.8,7.4,6.9,7.2,6.4,5.7,7.7,9,8,7,7,8,7,7,7,6,7,8,7,2.6,0.4,0,2.6,1.5,0.2,0,0.1,0,0.6,2.3,0,0.86,91.4,Placed,2026-05-21 00:00:00
231FA04562,CSE,2027,7.65,Yes,5,4,3,8.2,8,8.2,5.9,6.5,8.5,7.6,7.2,6.8,8.7,4.9,7.5,9,8,7,7,7,7,7,7,8,7,8,7,0.8,0,0,1.1,0.5,0,0,0,1.2,0,3.1,0,0.56,94.4,Placed,2026-05-21 06:00:00
231FA04563,CSE,2027,7.98,Yes,6,4,3,7.1,5.7,9.2,3.9,7.4,7.9,6,7.6,6.9,8.5,10,7.6,9,9,8,8,9,7,7,6,7,7,9,7,1.9,3.3,0,4.1,1.6,0,1,0,0.1,0,0,0,1,90,Placed,2026-05-21 12:00:00
231FA04564,CSE,2027,8.54,Yes,2,7,2,8.4,6.4,7.9,7.1,8.6,5.8,6.3,9.1,7.9,9.3,8.1,8.2,8,8,8,7,7,7,7,7,7,6,8,8,0,1.6,0.1,0,0,1.2,0.7,0,0,0,0,0,0.3,97,Placed,2026-05-21 18:00:00
231FA04565,CSE,2027,8.36,No,0,5,5,7,7.1,8.6,7.2,8.9,7.2,5.9,5.8,7.2,8.5,6.5,8.3,9,8,7,8,8,7,7,7,6,7,8,8,2,0.9,0,0.8,0,0,1.1,1.2,0,0,1.5,0,0.62,93.8,Placed,2026-05-22 00:00:00
231FA04566,CSE-AIML,2027,6.54,Yes,3,3,3,6.9,7.6,6.4,7,8,6.8,6.2,4.5,7.5,5.8,6.2,5.5,7,9,8,7,7,7,7,7,7,7,7,7,0.1,1.4,1.6,0,0,0.2,0.8,2.5,0,1.2,0.8,1.5,0.84,91.6,Not Placed,2026-05-22 06:00:00
231FA04567,CSE,2027,5.73,Yes,6,2,4,6.3,9.2,7,5.8,6,4.8,5.2,5,6.9,7.2,6.7,7.1,7,9,8,7,9,7,7,7,7,7,8,8,0.7,0,1,1.2,3,2.2,1.8,2,0.1,0,1.3,0.9,1.18,88.2,Not Placed,2026-05-22 12:00:00
231FA04568,CSE,2027,8.35,No,0,2,1,5.7,5.3,5.2,5.2,7.1,9.2,5.4,6.3,6.9,6.3,7.1,6,8,7,7,7,8,7,7,8,7,6,8,7,2.3,1.7,1.8,1.8,0.9,0,1.6,1.7,0.1,0,0.9,1,1.15,88.5,Not Placed,2026-05-22 18:00:00
231FA04569,CSE-DS,2027,6.62,Yes,6,5,0,6,6.6,7.2,8.4,7.3,6.5,7.9,8.1,6.4,6.6,6.3,7.9,9,7,7,7,7,7,7,7,6,7,8,8,3,0.4,0,0,0,0.5,0,0,0,0.4,1.7,0.1,0.51,94.9,Not Placed,2026-05-23 00:00:00
231FA04570,CSE,2027,7.48,Yes,2,2,3,7,5.1,7.4,8.7,8.8,6.3,6,9.2,8.8,7.5,4.7,6.1,8,9,8,7,8,8,6,7,7,8,8,7,1,3.9,0.6,0,0,1.7,0,0,0,0.5,3.3,0.9,0.99,90.1,Not Placed,2026-05-23 06:00:00
231FA04571,CSE,2027,6.77,Yes,4,5,2,5.6,9.3,5.1,9.3,6.9,5.5,8.2,7.8,5.4,7,8.7,6.5,8,8,8,8,9,7,7,6,8,7,8,9,2.4,0,2.9,0,2.1,1.5,0,0,2.6,0,0,2.5,1.17,88.3,Placed,2026-05-23 12:00:00
231FA04572,CSE-AIML,2027,6.3,Yes,5,3,2,8.8,5.7,4.7,6.7,4.9,6.8,6.7,5.7,9,6.7,7.8,7.8,8,7,9,7,8,7,6,7,7,6,8,8,0,1.3,4.3,0.3,3.1,0.2,0,1.3,0,0,0.2,0.2,0.91,90.9,Not Placed,2026-05-23 18:00:00
231FA04573,CSE,2027,8.06,Yes,4,4,1,9.3,5.6,4.9,9.2,7.8,7.2,6.9,6.7,8.1,5.3,7.7,8.4,8,9,9,7,8,6,8,7,7,7,8,7,0,3.4,4.1,0,0.2,0,1.1,0.3,0,1.7,0.3,0,0.92,90.8,Placed,2026-05-24 00:00:00
231FA04574,CSE-AIML,2027,8.22,Yes,8,4,5,8.4,7.3,7.4,9,8.2,9.6,5.2,8.6,6.4,7.3,9.1,6.2,9,8,8,7,8,7,6,7,7,7,8,8,0.6,0.7,0.6,0,0,0,0.8,0,0.6,0,0,1.8,0.43,95.7,Placed,2026-05-24 06:00:00
231FA04575,CSE-DS,2027,7.22,No,0,3,3,9.4,8.1,7.5,5.6,6.5,6.3,5.2,8.1,6.2,6.5,6.6,6.5,8,8,8,7,8,7,7,7,7,8,7,8,0,0,0.5,1.4,1.5,0.7,1.8,0,0.8,1.5,0.4,1.5,0.84,91.6,Not Placed,2026-05-24 12:00:00
231FA04576,CSE-DS,2027,5.71,Yes,6,5,1,7.4,5.9,8,6,6.7,5.1,8.1,8.4,7.6,6.9,6.7,4.8,8,7,8,8,9,7,7,8,8,7,8,8,0.6,1.1,0,2,2.3,1.9,0,0,0.4,0.1,1.3,3.2,1.08,89.2,Not Placed,2026-05-24 18:00:00
231FA04577,CSE,2027,7.24,No,0,6,6,5.7,8.3,7.1,5.6,5.6,8.1,8.4,5.4,7.5,7.8,6.6,8.9,8,9,9,6,7,6,7,7,7,7,7,8,2.3,0.7,1.9,0.4,1.4,0,0,1.6,0,0,0.4,0,0.73,92.7,Not Placed,2026-05-25 00:00:00
231FA04578,CSE-DS,2027,7.94,Yes,4,6,2,6.9,5.2,7.1,9.1,6.9,6.1,8.2,7.7,7.4,8,6.5,6.6,8,7,8,8,7,6,8,6,8,8,9,8,1.1,1.8,0.9,0,0.1,0,0,0,0.6,0,2.5,1.4,0.7,93,Placed,2026-05-25 06:00:00
231FA04579,CSE,2027,6.54,Yes,3,2,0,7.4,5.2,8.5,8,5,8.3,6.6,8.2,6.6,6.2,6.1,3.4,8,8,9,6,7,7,7,7,6,6,8,7,0.6,2.8,0.5,0,2,0,0.4,0,0,0,1.9,3.6,0.98,90.2,Not Placed,2026-05-25 12:00:00
